,Match Id,Home Team,Away Team,Home Goal HT,Away Goal HT,Home Goal FT,Away Goal FT,Label,Pos_home,P_home,GD_home,Form Score_home,Pos_away,P_away,GD_away,Form Score_away,H2H Home Points,H2H Away Points
262,416316,Southampton,Brentford,0,1,0,2,-1,20,25,-37,4.2998,9,59,12,31.0782,6,3
263,416107,Nottingham,Newcastle,1,1,1,2,-1,16,38,-30,19.6514,4,71,35,14.9466,3,9
264,416105,Wolverhampton,Leeds United,0,1,2,4,-1,13,41,-27,7.306,19,31,-30,2.0736,3,3
265,416106,Southampton,Tottenham,0,1,3,3,0,20,25,-37,4.2998,8,60,7,17.2195,4,1
266,416112,Brentford,Leicester City,1,0,1,1,0,9,59,12,31.0782,18,34,-17,16.8854,2,2
267,416113,Aston Villa,Bournemouth,1,0,3,0,1,7,61,5,22.1062,15,39,-34,3.0,10,1
268,416110,Chelsea,Everton,0,0,2,2,0,12,44,-9,8.7398,17,36,-23,21.2054,7,4
269,416114,Arsenal,Crystal Palace,2,0,4,1,1,2,84,45,20.2195,11,45,-9,16.5066,6,6
270,416098,Man City,Liverpool,1,1,4,1,1,1,89,61,16.5268,5,67,28,20.8266,8,2
271,416096,Nottingham,Wolverhampton,1,0,1,1,0,16,38,-30,19.6514,13,41,-27,7.306,7,4
272,416100,Crystal Palace,Leicester City,0,0,2,1,1,11,45,-9,16.5066,18,34,-17,16.8854,5,2
273,416102,Brighton Hove,Brentford,2,2,3,3,0,6,62,19,12.2068,9,59,12,31.0782,8,2
274,416103,Bournemouth,Fulham,0,1,2,1,1,15,39,-34,3.0,10,52,2,13.5268,10,1
275,416104,Arsenal,Leeds United,1,0,4,1,1,2,84,45,20.2195,19,31,-30,2.0736,3,3
276,416101,Chelsea,Aston Villa,0,1,0,2,-1,12,44,-9,8.7398,7,61,5,22.1062,1,10
277,416095,West Ham,Southampton,1,0,1,0,1,14,40,-13,13.278,20,25,-37,4.2998,4,1
278,416097,Newcastle,Man United,0,0,2,0,1,4,71,35,14.9466,3,75,15,32.3982,10,1
279,416099,Everton,Tottenham,0,0,1,1,0,17,36,-23,21.2054,8,60,7,17.2195,11,2
280,416319,Leicester City,Aston Villa,1,1,1,2,-1,18,34,-17,16.8854,7,61,5,22.1062,0,9
281,416320,Leeds United,Nottingham,2,1,2,1,1,19,31,-30,2.0736,16,38,-30,19.6514,6,0
282,416323,Bournemouth,Brighton Hove,0,1,0,2,-1,15,39,-34,3.0,6,62,19,12.2068,9,3
283,416311,Chelsea,Liverpool,0,0,0,0,0,12,44,-9,8.7398,5,67,28,20.8266,6,3
284,416315,West Ham,Newcastle,1,2,1,5,-1,14,40,-13,13.278,4,71,35,14.9466,5,5
285,416138,Man United,Brentford,1,0,1,0,1,3,75,15,32.3982,9,59,12,31.0782,10,1
286,416088,Man United,Everton,1,0,2,0,1,3,75,15,32.3982,17,36,-23,21.2054,6,6
287,416085,Wolverhampton,Chelsea,1,0,1,0,1,13,41,-27,7.306,12,44,-9,8.7398,9,6
288,416086,Tottenham,Brighton Hove,1,1,2,1,1,8,60,7,17.2195,6,62,19,12.2068,12,3
289,416090,Leicester City,Bournemouth,0,1,0,1,-1,18,34,-17,16.8854,15,39,-34,3.0,6,3
290,416092,Fulham,West Ham,0,1,0,1,-1,10,52,2,13.5268,14,40,-13,13.278,7,7
291,416093,Brentford,Newcastle,1,0,1,2,-1,9,59,12,31.0782,4,71,35,14.9466,6,6
292,416094,Aston Villa,Nottingham,0,0,2,0,1,7,61,5,22.1062,16,38,-30,19.6514,10,1
293,416087,Southampton,Man City,0,1,1,4,-1,20,25,-37,4.2998,1,89,61,16.5268,3,3
294,416091,Leeds United,Crystal Palace,1,1,1,5,-1,19,31,-30,2.0736,11,45,-9,16.5066,3,3
295,416089,Liverpool,Arsenal,1,2,2,2,0,5,67,28,20.8266,2,84,45,20.2195,8,2
296,416084,Aston Villa,Newcastle,1,0,3,0,1,7,61,5,22.1062,4,71,35,14.9466,9,3
297,416075,Wolverhampton,Brentford,1,0,2,0,1,13,41,-27,7.306,9,59,12,31.0782,7,7
298,416078,Southampton,Crystal Palace,0,0,0,2,-1,20,25,-37,4.2998,11,45,-9,16.5066,3,3
299,416082,Everton,Fulham,1,1,1,3,-1,17,36,-23,21.2054,10,52,2,13.5268,2,8
300,416083,Chelsea,Brighton Hove,1,1,1,2,-1,12,44,-9,8.7398,6,62,19,12.2068,9,6
301,416077,Tottenham,Bournemouth,1,1,2,3,-1,8,60,7,17.2195,15,39,-34,3.0,3,9
302,416080,Man City,Leicester City,3,0,3,1,1,1,89,61,16.5268,18,34,-17,16.8854,3,3
303,416076,West Ham,Arsenal,1,2,2,2,0,14,40,-13,13.278,2,84,45,20.2195,4,7
304,416079,Nottingham,Man United,0,1,0,2,-1,16,38,-30,19.6514,3,75,15,32.3982,9,3
305,416081,Leeds United,Liverpool,0,2,1,6,-1,19,31,-30,2.0736,5,67,28,20.8266,0,6
306,416074,Arsenal,Southampton,1,2,3,3,0,2,84,45,20.2195,20,25,-37,4.2998,5,2
307,416069,Fulham,Leeds United,0,0,2,1,1,10,52,2,13.5268,19,31,-30,2.0736,3,3
308,416067,Liverpool,Nottingham,0,0,3,2,1,5,67,28,20.8266,16,38,-30,19.6514,9,6
309,416068,Leicester City,Wolverhampton,1,1,2,1,1,18,34,-17,16.8854,13,41,-27,7.306,3,3
310,416070,Crystal Palace,Everton,0,0,0,0,0,11,45,-9,16.5066,17,36,-23,21.2054,8,5
311,416072,Brentford,Aston Villa,0,0,1,1,0,9,59,12,31.0782,7,61,5,22.1062,5,5
312,416065,Newcastle,Tottenham,5,0,6,1,1,4,71,35,14.9466,8,60,7,17.2195,12,3
313,416073,Bournemouth,West Ham,0,3,0,4,-1,15,39,-34,3.0,14,40,-13,13.278,5,5
314,416059,Wolverhampton,Crystal Palace,1,0,2,0,1,13,41,-27,7.306,11,45,-9,16.5066,9,3
315,416058,Aston Villa,Fulham,1,0,1,0,1,7,61,5,22.1062,10,52,2,13.5268,9,3
316,416063,Leeds United,Leicester City,1,0,1,1,0,19,31,-30,2.0736,18,34,-17,16.8854,7,4
317,416062,Nottingham,Brighton Hove,1,1,3,1,1,16,38,-30,19.6514,6,62,19,12.2068,8,5
318,416057,Chelsea,Brentford,0,1,0,2,-1,12,44,-9,8.7398,9,59,12,31.0782,2,8
319,416060,West Ham,Liverpool,1,1,1,2,-1,14,40,-13,13.278,5,67,28,20.8266,7,4
320,416055,Man City,Arsenal,2,0,4,1,1,1,89,61,16.5268,2,84,45,20.2195,8,5
321,416056,Southampton,Bournemouth,0,0,0,1,-1,20,25,-37,4.2998,15,39,-34,3.0,3,6
322,416064,Everton,Newcastle,0,1,1,4,-1,17,36,-23,21.2054,4,71,35,14.9466,8,5
323,416061,Tottenham,Man United,0,2,2,2,0,8,60,7,17.2195,3,75,15,32.3982,8,5
324,416050,Crystal Palace,West Ham,3,2,4,3,1,11,45,-9,16.5066,14,40,-13,13.278,7,7
325,416051,Brighton Hove,Wolverhampton,4,0,6,0,1,6,62,19,12.2068,13,41,-27,7.306,4,7
326,416052,Brentford,Nottingham,0,1,2,1,1,9,59,12,31.0782,16,38,-30,19.6514,8,2
327,416045,Newcastle,Southampton,0,1,3,1,1,4,71,35,14.9466,20,25,-37,4.2998,6,3
328,416046,Man United,Aston Villa,1,0,1,0,1,3,75,15,32.3982,7,61,5,22.1062,10,4
329,416049,Fulham,Man City,1,2,1,2,-1,10,52,2,13.5268,1,89,61,16.5268,9,6
330,416053,Bournemouth,Leeds United,2,1,4,1,1,15,39,-34,3.0,19,31,-30,2.0736,6,0
331,416047,Liverpool,Tottenham,3,1,4,3,1,5,67,28,20.8266,8,60,7,17.2195,9,3
332,416048,Leicester City,Everton,2,1,2,2,0,18,34,-17,16.8854,17,36,-23,21.2054,2,5
333,416054,Arsenal,Chelsea,3,0,3,1,1,2,84,45,20.2195,12,44,-9,8.7398,7,4
334,416108,Man City,West Ham,0,0,3,0,1,1,89,61,16.5268,14,40,-13,13.278,6,9
335,416109,Liverpool,Fulham,1,0,1,0,1,5,67,28,20.8266,10,52,2,13.5268,7,4
336,416111,Brighton Hove,Man United,0,0,1,0,1,6,62,19,12.2068,3,75,15,32.3982,6,9
337,416035,Wolverhampton,Aston Villa,1,0,1,0,1,13,41,-27,7.306,7,61,5,22.1062,11,2
338,416037,Tottenham,Crystal Palace,1,0,1,0,1,8,60,7,17.2195,11,45,-9,16.5066,6,6
339,416040,Man City,Leeds United,2,0,2,1,1,1,89,61,16.5268,19,31,-30,2.0736,3,3
340,416044,Bournemouth,Chelsea,1,1,1,3,-1,15,39,-34,3.0,12,44,-9,8.7398,7,7
341,416041,Liverpool,Brentford,1,0,1,0,1,5,67,28,20.8266,9,59,12,31.0782,12,3
342,416039,Newcastle,Arsenal,0,1,0,2,-1,4,71,35,14.9466,2,84,45,20.2195,7,4
343,416036,West Ham,Man United,1,0,1,0,1,14,40,-13,13.278,3,75,15,32.3982,12,0
344,416042,Fulham,Leicester City,3,0,5,3,1,10,52,2,13.5268,18,34,-17,16.8854,6,3
345,416043,Brighton Hove,Everton,0,3,1,5,-1,6,62,19,12.2068,17,36,-23,21.2054,2,11
346,416038,Nottingham,Southampton,3,1,4,3,1,16,38,-30,19.6514,20,25,-37,4.2998,3,6
347,416028,Leeds United,Newcastle,1,1,2,2,0,19,31,-30,2.0736,4,71,35,14.9466,2,2
348,416025,Southampton,Fulham,0,0,0,2,-1,20,25,-37,4.2998,10,52,2,13.5268,3,3
349,416026,Man United,Wolverhampton,1,0,2,0,1,3,75,15,32.3982,13,41,-27,7.306,6,6
350,416030,Crystal Palace,Bournemouth,1,0,2,0,1,11,45,-9,16.5066,15,39,-34,3.0,6,6
351,416031,Chelsea,Nottingham,0,1,2,2,0,12,44,-9,8.7398,16,38,-30,19.6514,3,9
352,416033,Aston Villa,Tottenham,1,0,2,1,1,7,61,5,22.1062,8,60,7,17.2195,3,9
353,416029,Everton,Man City,0,2,0,3,-1,17,36,-23,21.2054,1,89,61,16.5268,4,7
354,416032,Brentford,West Ham,2,0,2,0,1,9,59,12,31.0782,14,40,-13,13.278,10,4
355,416034,Arsenal,Brighton Hove,0,0,0,3,-1,2,84,45,20.2195,6,62,19,12.2068,4,10
356,416027,Leicester City,Liverpool,0,2,0,3,-1,18,34,-17,16.8854,5,67,28,20.8266,3,3
357,416137,Newcastle,Brighton Hove,2,0,4,1,1,4,71,35,14.9466,6,62,19,12.2068,8,2
358,416017,Tottenham,Brentford,1,0,1,3,-1,8,60,7,17.2195,9,59,12,31.0782,8,5
359,416015,Wolverhampton,Everton,1,0,1,1,0,13,41,-27,7.306,17,36,-23,21.2054,4,7
360,416021,Liverpool,Aston Villa,0,1,1,1,0,5,67,28,20.8266,7,61,5,22.1062,5,5
361,416022,Fulham,Crystal Palace,1,1,2,2,0,10,52,2,13.5268,11,45,-9,16.5066,3,6
362,416024,Bournemouth,Man United,0,1,0,1,-1,15,39,-34,3.0,3,75,15,32.3982,4,7
363,416018,Nottingham,Arsenal,1,0,1,0,1,16,38,-30,19.6514,2,84,45,20.2195,9,3
364,416016,West Ham,Leeds United,1,1,3,1,1,14,40,-13,13.278,19,31,-30,2.0736,4,1
365,416023,Brighton Hove,Southampton,2,0,3,1,1,6,62,19,12.2068,20,25,-37,4.2998,3,3
366,416020,Man City,Chelsea,1,0,1,0,1,1,89,61,16.5268,12,44,-9,8.7398,5,8
367,416019,Newcastle,Leicester City,0,0,0,0,0,4,71,35,14.9466,18,34,-17,16.8854,1,4
368,416071,Brighton Hove,Man City,1,1,1,1,0,6,62,19,12.2068,1,89,61,16.5268,7,4
369,416066,Man United,Chelsea,2,0,4,1,1,3,75,15,32.3982,12,44,-9,8.7398,10,1
370,416005,Southampton,Liverpool,2,2,4,4,0,20,25,-37,4.2998,5,67,28,20.8266,4,1
371,416006,Man United,Fulham,1,1,2,1,1,3,75,15,32.3982,10,52,2,13.5268,6,9
372,416007,Leicester City,West Ham,1,0,2,1,1,18,34,-17,16.8854,14,40,-13,13.278,3,3
373,416008,Leeds United,Tottenham,0,1,1,4,-1,19,31,-30,2.0736,8,60,7,17.2195,3,3
374,416009,Everton,Bournemouth,0,0,1,0,1,17,36,-23,21.2054,15,39,-34,3.0,12,3
375,416010,Crystal Palace,Nottingham,0,1,1,1,0,11,45,-9,16.5066,16,38,-30,19.6514,6,3
376,416011,Chelsea,Newcastle,1,1,1,1,0,12,44,-9,8.7398,4,71,35,14.9466,10,1
377,416012,Brentford,Man City,0,0,1,0,1,9,59,12,31.0782,1,89,61,16.5268,9,6
378,416013,Aston Villa,Brighton Hove,2,1,2,1,1,7,61,5,22.1062,6,62,19,12.2068,9,3
379,416014,Arsenal,Wolverhampton,3,0,5,0,1,2,84,45,20.2195,13,41,-27,7.306,9,6
